=========================Vanilla++ Admin Tools Session Logs=========================
Logs Started: 2025-12-15_18-2-37
====================================================================================
18:2:37 | [PermissionManager] Perm (DeleteObjectAtCrosshair) has been registered!
18:2:37 | [PermissionManager] Perm (MenuObjectManager:UpdateSet) has been registered!
18:2:37 | [PermissionManager] Perm (MenuObjectManager:DeleteSet) has been registered!
18:2:37 | [PermissionManager] Perm (MenuObjectManager:EditSet) has been registered!
18:2:37 | [PermissionManager] Perm (MenuPermissionsEditor) has been registered!
18:2:37 | [PermissionManager] Perm (PermissionsEditor:RemoveUser) has been registered!
18:2:37 | [PermissionManager] Perm (PermissionsEditor:AddUser) has been registered!
18:2:37 | [PermissionManager] Perm (PermissionsEditor:CreateUserGroup) has been registered!
18:2:37 | [PermissionManager] Perm (PermissionsEditor:DeleteUserGroup) has been registered!
18:2:37 | [PermissionManager] Perm (PermissionsEditor:ChangePermLevel) has been registered!
18:2:37 | [PermissionManager] Perm (MenuPlayerManager) has been registered!
18:2:37 | [PermissionManager] Perm (PlayerManager:GiveGodmode) has been registered!
18:2:37 | [PermissionManager] Perm (PlayerManager:BanPlayer) has been registered!
18:2:37 | [PermissionManager] Perm (PlayerManager:KickPlayer) has been registered!
18:2:37 | [PermissionManager] Perm (PlayerManager:HealPlayers) has been registered!
18:2:37 | [PermissionManager] Perm (PlayerManager:SetPlayerStats) has been registered!
18:2:37 | [PermissionManager] Perm (PlayerManager:KillPlayers) has been registered!
18:2:37 | [PermissionManager] Perm (PlayerManager:GodMode) has been registered!
18:2:37 | [PermissionManager] Perm (PlayerManager:SpectatePlayer) has been registered!
18:2:37 | [PermissionManager] Perm (PlayerManager:TeleportToPlayer) has been registered!
18:2:37 | [PermissionManager] Perm (PlayerManager:TeleportPlayerTo) has been registered!
18:2:37 | [PermissionManager] Perm (PlayerManager:SetPlayerInvisible) has been registered!
18:2:37 | [PermissionManager] Perm (PlayerManager:SendMessage) has been registered!
18:2:37 | [PermissionManager] Perm (PlayerManager:GiveUnlimitedAmmo) has been registered!
18:2:37 | [PermissionManager] Perm (PlayerManager:MakePlayerVomit) has been registered!
18:2:37 | [PermissionManager] Perm (PlayerManager:FreezePlayers) has been registered!
18:2:37 | [PermissionManager] Perm (PlayerManager:ChangeScale) has been registered!
18:2:37 | [PermissionManager] Perm (MenuBansManager) has been registered!
18:2:37 | [PermissionManager] Perm (BansManager:UnbanPlayer) has been registered!
18:2:37 | [PermissionManager] Perm (BansManager:UpdateBanDuration) has been registered!
18:2:37 | [PermissionManager] Perm (BansManager:UpdateBanReason) has been registered!
18:2:37 | [PermissionManager] Perm (MenuWebHooks) has been registered!
18:2:37 | [PermissionManager] Perm (MenuWebHooks:Create) has been registered!
18:2:37 | [PermissionManager] Perm (MenuWebHooks:Edit) has been registered!
18:2:37 | [PermissionManager] Perm (MenuWebHooks:Delete) has been registered!
18:2:37 | [PermissionManager] Perm (MenuTeleportManager) has been registered!
18:2:37 | [PermissionManager] Perm (TeleportManager:ViewPlayerPositions) has been registered!
18:2:37 | [PermissionManager] Perm (TeleportManager:TPPlayers) has been registered!
18:2:37 | [PermissionManager] Perm (TeleportManager:TPSelf) has been registered!
18:2:37 | [PermissionManager] Perm (TeleportManager:DeletePreset) has been registered!
18:2:37 | [PermissionManager] Perm (TeleportManager:AddNewPreset) has been registered!
18:2:37 | [PermissionManager] Perm (TeleportManager:EditPreset) has been registered!
18:2:37 | [PermissionManager] Perm (TeleportManager:TeleportEntity) has been registered!
18:2:37 | [PermissionManager] Perm (EspToolsMenu) has been registered!
18:2:37 | [PermissionManager] Perm (EspToolsMenu:DeleteObjects) has been registered!
18:2:37 | [PermissionManager] Perm (EspToolsMenu:PlayerESP) has been registered!
18:2:37 | [PermissionManager] Perm (EspToolsMenu:RestPasscodeFence) has been registered!
18:2:37 | [PermissionManager] Perm (EspToolsMenu:RetriveCodeFromObj) has been registered!
18:2:37 | [PermissionManager] Perm (EspToolsMenu:PlayerMeshEsp) has been registered!
18:2:37 | [PermissionManager] Perm (EspToolsMenu:InstantBaseBuild) has been registered!
18:2:37 | [PermissionManager] Perm (MenuXMLEditor) has been registered!
18:2:37 | [PermissionManager] Perm (MenuCommandsConsole) has been registered!
18:2:37 | [PermissionManager] Adding Super Admin (76561198040522771)
18:2:37 | [PermissionManager] Loaded UserGroups.json
18:2:37 | [BansManager]:: Load(): Loading ban list Json File $profile:VPPAdminTools/BanList.json
18:2:37 | [PermissionManager] Perm (Chat:StripPlayer) has been registered!
18:2:37 | [PermissionManager] Perm (Chat:KillPlayer) has been registered!
18:2:37 | [PermissionManager] Perm (Chat:HealPlayer) has been registered!
18:2:37 | [PermissionManager] Perm (Chat:BringPlayer) has been registered!
18:2:37 | [PermissionManager] Perm (Chat:ReturnPlayer) has been registered!
18:2:37 | [PermissionManager] Perm (Chat:GotoPlayer) has been registered!
18:2:37 | [PermissionManager] Perm (Chat:UnbanPlayer) has been registered!
18:2:37 | [PermissionManager] Perm (Chat:TeleportToTown) has been registered!
18:2:37 | [PermissionManager] Perm (Chat:TeleportToPoint) has been registered!
18:2:37 | [PermissionManager] Perm (Chat:GiveAmmo) has been registered!
18:2:37 | [PermissionManager] Perm (Chat:SpawnInventory) has been registered!
18:2:37 | [PermissionManager] Perm (Chat:SpawnOnGround) has been registered!
18:2:37 | [PermissionManager] Perm (Chat:SpawnInHands) has been registered!
18:2:37 | [PermissionManager] Perm (Chat:SpawnCar) has been registered!
18:2:37 | [PermissionManager] Perm (Chat:refuelCar) has been registered!
18:2:37 | [WeatherManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/WeatherManager/WeatherSettingsPresets.json
18:2:37 | [TimeManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/TimeManager/TimeSettingsPresets.json
18:2:37 | Building Sets Loaded: 0
18:2:37 | [SteamAPIManager] WARNING couldn't fetch server IP from configs; using cURL...
18:2:37 | [SteamAPIManager] ERROR No steam API key configured, and or key is invalid.
18:5:54 | Player "Vex" (steamId=76561198040522771) connected to server!
18:28:17 | "Vex" (steamid=76561198040522771) toggled godmode
18:28:31 | "Vex" (steamid=76561198040522771) teleported to crosshair (pos=<4655.561035, 338.965149, 10357.778320>)
18:28:32 | "Vex" (steamid=76561198040522771) teleported to crosshair (pos=<4663.777832, 339.118256, 10346.604492>)
18:28:32 | "Vex" (steamid=76561198040522771) teleported to crosshair (pos=<4663.277832, 339.000031, 10331.970703>)
18:28:32 | "Vex" (steamid=76561198040522771) teleported to crosshair (pos=<4661.303223, 338.999969, 10318.878906>)
18:28:33 | "Vex" (steamid=76561198040522771) teleported to crosshair (pos=<4659.126953, 339.000000, 10305.406250>)
18:28:33 | "Vex" (steamid=76561198040522771) teleported to crosshair (pos=<4656.958008, 338.999969, 10291.946289>)
18:28:33 | "Vex" (steamid=76561198040522771) teleported to crosshair (pos=<4654.652832, 339.000000, 10277.708984>)
18:28:34 | "Vex" (steamid=76561198040522771) toggled godmode
18:56:1 | "Vex" (steamid=76561198040522771) toggled godmode
18:56:2 | "Vex" (steamid=76561198040522771) toggled godmode
19:1:49 | Player "Vex" (steamId=76561198040522771) initiated disconnect process...
19:2:4 | Player "Vex" (steamId=76561198040522771) disconnected from server.
