=========================Vanilla++ Admin Tools Session Logs=========================
Logs Started: 2025-12-12_19-0-38
====================================================================================
19:0:38 | [PermissionManager] Perm (DeleteObjectAtCrosshair) has been registered!
19:0:38 | [PermissionManager] Perm (MenuBansManager) has been registered!
19:0:38 | [PermissionManager] Perm (BansManager:UnbanPlayer) has been registered!
19:0:38 | [PermissionManager] Perm (BansManager:UpdateBanDuration) has been registered!
19:0:38 | [PermissionManager] Perm (BansManager:UpdateBanReason) has been registered!
19:0:38 | [PermissionManager] Perm (MenuWebHooks) has been registered!
19:0:38 | [PermissionManager] Perm (MenuWebHooks:Create) has been registered!
19:0:38 | [PermissionManager] Perm (MenuWebHooks:Edit) has been registered!
19:0:38 | [PermissionManager] Perm (MenuWebHooks:Delete) has been registered!
19:0:38 | [PermissionManager] Perm (MenuTeleportManager) has been registered!
19:0:38 | [PermissionManager] Perm (TeleportManager:ViewPlayerPositions) has been registered!
19:0:38 | [PermissionManager] Perm (TeleportManager:TPPlayers) has been registered!
19:0:38 | [PermissionManager] Perm (TeleportManager:TPSelf) has been registered!
19:0:38 | [PermissionManager] Perm (TeleportManager:DeletePreset) has been registered!
19:0:38 | [PermissionManager] Perm (TeleportManager:AddNewPreset) has been registered!
19:0:38 | [PermissionManager] Perm (TeleportManager:EditPreset) has been registered!
19:0:38 | [PermissionManager] Perm (TeleportManager:TeleportEntity) has been registered!
19:0:38 | [PermissionManager] Perm (EspToolsMenu) has been registered!
19:0:38 | [PermissionManager] Perm (EspToolsMenu:DeleteObjects) has been registered!
19:0:38 | [PermissionManager] Perm (EspToolsMenu:PlayerESP) has been registered!
19:0:38 | [PermissionManager] Perm (EspToolsMenu:RestPasscodeFence) has been registered!
19:0:38 | [PermissionManager] Perm (EspToolsMenu:RetriveCodeFromObj) has been registered!
19:0:38 | [PermissionManager] Perm (EspToolsMenu:PlayerMeshEsp) has been registered!
19:0:38 | [PermissionManager] Perm (EspToolsMenu:InstantBaseBuild) has been registered!
19:0:38 | [PermissionManager] Perm (MenuXMLEditor) has been registered!
19:0:38 | [PermissionManager] Perm (MenuCommandsConsole) has been registered!
19:0:38 | [PermissionManager] Adding Super Admin (76561198040522771)
19:0:38 | [PermissionManager] Loaded UserGroups.json
19:0:38 | [BansManager]:: Load(): Loading ban list Json File $profile:VPPAdminTools/BanList.json
19:0:38 | [PermissionManager] Perm (Chat:StripPlayer) has been registered!
19:0:38 | [PermissionManager] Perm (Chat:KillPlayer) has been registered!
19:0:38 | [PermissionManager] Perm (Chat:HealPlayer) has been registered!
19:0:38 | [PermissionManager] Perm (Chat:BringPlayer) has been registered!
19:0:38 | [PermissionManager] Perm (Chat:ReturnPlayer) has been registered!
19:0:38 | [PermissionManager] Perm (Chat:GotoPlayer) has been registered!
19:0:38 | [PermissionManager] Perm (Chat:UnbanPlayer) has been registered!
19:0:38 | [PermissionManager] Perm (Chat:TeleportToTown) has been registered!
19:0:38 | [PermissionManager] Perm (Chat:TeleportToPoint) has been registered!
19:0:38 | [PermissionManager] Perm (Chat:GiveAmmo) has been registered!
19:0:38 | [PermissionManager] Perm (Chat:SpawnInventory) has been registered!
19:0:38 | [PermissionManager] Perm (Chat:SpawnOnGround) has been registered!
19:0:38 | [PermissionManager] Perm (Chat:SpawnInHands) has been registered!
19:0:38 | [PermissionManager] Perm (Chat:SpawnCar) has been registered!
19:0:38 | [PermissionManager] Perm (Chat:refuelCar) has been registered!
19:0:38 | [WeatherManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/WeatherManager/WeatherSettingsPresets.json
19:0:38 | [TimeManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/TimeManager/TimeSettingsPresets.json
19:0:38 | Building Sets Loaded: 0
19:0:38 | [SteamAPIManager] WARNING couldn't fetch server IP from configs; using cURL...
19:0:38 | [SteamAPIManager] ERROR No steam API key configured, and or key is invalid.
19:3:17 | Player "Vex" (steamId=76561198040522771) connected to server!
19:3:36 | "Vex" (steamid=76561198040522771) toggled godmode
19:3:54 | "Vex" (steamid=76561198040522771) toggled freecam
19:4:8 | "Vex" (steamid=76561198040522771) toggled godmode
19:4:10 | "Vex" (steamid=76561198040522771) toggled godmode
19:6:7 | "Vex" (steamid=76561198040522771) teleported to crosshair (pos=<13640.775391, 29.274757, 13300.054688>)
19:7:45 | "Vex": (steamid=76561198040522771) teleported to (pos=test civ )
19:7:49 | "Vex" (steamid=76561198040522771) toggled freecam
19:7:54 | "Vex" (steamid=76561198040522771) toggled freecam
19:9:28 | "Vex" (steamid=76561198040522771) teleported to crosshair (pos=<9992.334961, 188.394867, 10916.399414>)
19:9:54 | [WeatherManager] Send Data Count is 0
19:9:58 | [Time Manager] Setting Date to 2025/9/21 7:16
19:10:23 | "Vex" (steamid=76561198040522771) teleported to crosshair (pos=<10654.561523, 92.428001, 10261.151367>)
19:12:47 | "Vex" (steamid=76561198040522771) teleported to crosshair (pos=<11029.760742, 104.790047, 10223.697266>)
19:12:49 | "Vex" (steamid=76561198040522771) toggled freecam
19:13:18 | Player "Vex" (steamId=76561198040522771) initiated disconnect process...
19:13:19 | Player "Vex" (steamId=76561198040522771) disconnected early from server (EXIT NOW).
